# YYYY MM DD HHMM  Lon_sid(deg)  Lat(deg)  Dist(AU)  Ayanamsa(deg)
2027 05 25 0000  72.704522  -3.151792  20.643568  25.126080
2027 05 26 0000  72.738422  -3.150970  20.687121  25.126134
2027 05 27 0000  72.772635  -3.150186  20.730441  25.126178
2027 05 28 0000  72.807149  -3.149442  20.773528  25.126212
2027 05 29 0000  72.841953  -3.148735  20.816377  25.126236
2027 05 30 0000  72.877030  -3.148068  20.858988  25.126254
2027 05 31 0000  72.912366  -3.147441  20.901356  25.126272
2027 06 01 0000  72.947941  -3.146852  20.943481  25.126294
2027 06 02 0000  72.983738  -3.146304  20.985360  25.126328
2027 06 03 0000  73.019739  -3.145794  21.026990  25.126378
2027 06 04 0000  73.055929  -3.145325  21.068369  25.126448
2027 06 05 0000  73.092299  -3.144896  21.109494  25.126534
2027 06 06 0000  73.128844  -3.144506  21.150365  25.126630
2027 06 07 0000  73.165560  -3.144156  21.190978  25.126723
2027 06 08 0000  73.202447  -3.143846  21.231333  25.126804
2027 06 09 0000  73.239498  -3.143575  21.271428  25.126866
2027 06 10 0000  73.276700  -3.143344  21.311261  25.126908
2027 06 11 0000  73.314037  -3.143152  21.350832  25.126935
2027 06 12 0000  73.351489  -3.143000  21.390140  25.126955
2027 06 13 0000  73.389037  -3.142886  21.429183  25.126975
2027 06 14 0000  73.426662  -3.142811  21.467960  25.127003
2027 06 15 0000  73.464350  -3.142774  21.506472  25.127042
2027 06 16 0000  73.502087  -3.142776  21.544717  25.127095
2027 06 17 0000  73.539865  -3.142817  21.582693  25.127159
2027 06 18 0000  73.577676  -3.142896  21.620402  25.127232
2027 06 19 0000  73.615515  -3.143014  21.657841  25.127308
2027 06 20 0000  73.653375  -3.143170  21.695009  25.127384
2027 06 21 0000  73.691252  -3.143364  21.731907  25.127455
2027 06 22 0000  73.729138  -3.143596  21.768533  25.127516
2027 06 23 0000  73.767026  -3.143867  21.804887  25.127568
2027 06 24 0000  73.804905  -3.144177  21.840967  25.127607
2027 06 25 0000  73.842765  -3.144524  21.876773  25.127637
2027 06 26 0000  73.880591  -3.144910  21.912305  25.127660
2027 06 27 0000  73.918369  -3.145334  21.947561  25.127680
2027 06 28 0000  73.956084  -3.145797  21.982541  25.127702
2027 06 29 0000  73.993719  -3.146298  22.017244  25.127733
2027 06 30 0000  74.031257  -3.146837  22.051670  25.127778
2027 07 01 0000  74.068685  -3.147415  22.085818  25.127840
2027 07 02 0000  74.105990  -3.148030  22.119687  25.127921
2027 07 03 0000  74.143167  -3.148684  22.153278  25.128015
2027 07 04 0000  74.180213  -3.149375  22.186590  25.128112
2027 07 05 0000  74.217129  -3.150104  22.219623  25.128201
2027 07 06 0000  74.253912  -3.150871  22.252377  25.128272
2027 07 07 0000  74.290556  -3.151674  22.284853  25.128321
2027 07 08 0000  74.327046  -3.152514  22.317051  25.128352
2027 07 09 0000  74.363364  -3.153390  22.348973  25.128372
2027 07 10 0000  74.399490  -3.154303  22.380618  25.128390
2027 07 11 0000  74.435407  -3.155251  22.411988  25.128413
2027 07 12 0000  74.471100  -3.156234  22.443084  25.128448
2027 07 13 0000  74.506558  -3.157253  22.473907  25.128495
2027 07 14 0000  74.541772  -3.158307  22.504457  25.128554
2027 07 15 0000  74.576737  -3.159396  22.534736  25.128622
2027 07 16 0000  74.611447  -3.160519  22.564744  25.128694
2027 07 17 0000  74.645899  -3.161676  22.594483  25.128766
2027 07 18 0000  74.680088  -3.162868  22.623953  25.128834
2027 07 19 0000  74.714009  -3.164093  22.653156  25.128894
2027 07 20 0000  74.747657  -3.165353  22.682093  25.128943
2027 07 21 0000  74.781023  -3.166646  22.710764  25.128980
2027 07 22 0000  74.814098  -3.167973  22.739170  25.129007
2027 07 23 0000  74.846870  -3.169333  22.767313  25.129025
2027 07 24 0000  74.879329  -3.170727  22.795194  25.129039
2027 07 25 0000  74.911458  -3.172153  22.822814  25.129054
2027 07 26 0000  74.943245  -3.173613  22.850173  25.129075
2027 07 27 0000  74.974675  -3.175105  22.877274  25.129107
2027 07 28 0000  75.005735  -3.176629  22.904117  25.129155
2027 07 29 0000  75.036415  -3.178186  22.930704  25.129220
2027 07 30 0000  75.066706  -3.179775  22.957035  25.129300
2027 07 31 0000  75.096607  -3.181396  22.983114  25.129387
2027 08 01 0000  75.126119  -3.183048  23.008941  25.129473
2027 08 02 0000  75.155243  -3.184731  23.034518  25.129544
2027 08 03 0000  75.183976  -3.186444  23.059847  25.129596
2027 08 04 0000  75.212310  -3.188187  23.084931  25.129625
2027 08 05 0000  75.240231  -3.189960  23.109772  25.129640
2027 08 06 0000  75.267720  -3.191762  23.134373  25.129648
2027 08 07 0000  75.294759  -3.193592  23.158736  25.129660
2027 08 08 0000  75.321334  -3.195450  23.182864  25.129682
2027 08 09 0000  75.347436  -3.197336  23.206760  25.129717
2027 08 10 0000  75.373057  -3.199250  23.230427  25.129764
2027 08 11 0000  75.398193  -3.201190  23.253868  25.129821
2027 08 12 0000  75.422842  -3.203157  23.277084  25.129884
2027 08 13 0000  75.447001  -3.205150  23.300080  25.129947
2027 08 14 0000  75.470669  -3.207168  23.322857  25.130006
2027 08 15 0000  75.493844  -3.209212  23.345418  25.130058
2027 08 16 0000  75.516520  -3.211282  23.367767  25.130100
2027 08 17 0000  75.538694  -3.213376  23.389905  25.130130
2027 08 18 0000  75.560359  -3.215494  23.411837  25.130149
2027 08 19 0000  75.581506  -3.217637  23.433564  25.130158
2027 08 20 0000  75.602126  -3.219804  23.455089  25.130163
2027 08 21 0000  75.622207  -3.221994  23.476415  25.130167
2027 08 22 0000  75.641738  -3.224207  23.497545  25.130175
2027 08 23 0000  75.660708  -3.226443  23.518483  25.130193
2027 08 24 0000  75.679105  -3.228701  23.539230  25.130225
2027 08 25 0000  75.696923  -3.230981  23.559790  25.130273
2027 08 26 0000  75.714155  -3.233283  23.580167  25.130335
2027 08 27 0000  75.730800  -3.235606  23.600363  25.130407
2027 08 28 0000  75.746858  -3.237950  23.620381  25.130481
2027 08 29 0000  75.762333  -3.240313  23.640226  25.130547
2027 08 30 0000  75.777228  -3.242696  23.659900  25.130597
2027 08 31 0000  75.791540  -3.245097  23.679409  25.130625
2027 09 01 0000  75.805260  -3.247517  23.698755  25.130635
2027 09 02 0000  75.818375  -3.249954  23.717943  25.130635
2027 09 03 0000  75.830869  -3.252408  23.736978  25.130634
2027 09 04 0000  75.842729  -3.254878  23.755864  25.130643
2027 09 05 0000  75.853945  -3.257363  23.774605  25.130664
2027 09 06 0000  75.864513  -3.259864  23.793205  25.130700
2027 09 07 0000  75.874432  -3.262378  23.811670  25.130747
2027 09 08 0000  75.883703  -3.264907  23.830003  25.130800
2027 09 09 0000  75.892327  -3.267448  23.848209  25.130856
2027 09 10 0000  75.900306  -3.270002  23.866292  25.130909
2027 09 11 0000  75.907641  -3.272569  23.884256  25.130955
2027 09 12 0000  75.914333  -3.275147  23.902106  25.130992
2027 09 13 0000  75.920379  -3.277736  23.919847  25.131017
2027 09 14 0000  75.925777  -3.280336  23.937481  25.131031
2027 09 15 0000  75.930524  -3.282946  23.955014  25.131036
2027 09 16 0000  75.934614  -3.285565  23.972451  25.131034
2027 09 17 0000  75.938039  -3.288194  23.989794  25.131031
2027 09 18 0000  75.940791  -3.290831  24.007049  25.131031
2027 09 19 0000  75.942864  -3.293476  24.024220  25.131040
2027 09 20 0000  75.944250  -3.296128  24.041311  25.131063
2027 09 21 0000  75.944946  -3.298788  24.058327  25.131101
2027 09 22 0000  75.944949  -3.301453  24.075272  25.131153
2027 09 23 0000  75.944262  -3.304125  24.092150  25.131215
2027 09 24 0000  75.942888  -3.306801  24.108967  25.131282
2027 09 25 0000  75.940833  -3.309481  24.125728  25.131344
2027 09 26 0000  75.938105  -3.312165  24.142436  25.131393
2027 09 27 0000  75.934706  -3.314852  24.159098  25.131424
2027 09 28 0000  75.930634  -3.317540  24.175718  25.131437
2027 09 29 0000  75.925883  -3.320230  24.192302  25.131437
2027 09 30 0000  75.920444  -3.322919  24.208855  25.131432
2027 10 01 0000  75.914307  -3.325608  24.225383  25.131434
2027 10 02 0000  75.907464  -3.328296  24.241891  25.131447
2027 10 03 0000  75.899914  -3.330982  24.258386  25.131476
2027 10 04 0000  75.891659  -3.333664  24.274871  25.131519
2027 10 05 0000  75.882705  -3.336344  24.291354  25.131572
2027 10 06 0000  75.873059  -3.339018  24.307839  25.131628
2027 10 07 0000  75.862728  -3.341688  24.324332  25.131683
2027 10 08 0000  75.851719  -3.344353  24.340837  25.131732
2027 10 09 0000  75.840037  -3.347011  24.357361  25.131773
2027 10 10 0000  75.827686  -3.349662  24.373907  25.131803
2027 10 11 0000  75.814669  -3.352305  24.390483  25.131822
2027 10 12 0000  75.800989  -3.354941  24.407092  25.131831
2027 10 13 0000  75.786645  -3.357568  24.423739  25.131833
2027 10 14 0000  75.771636  -3.360185  24.440430  25.131832
2027 10 15 0000  75.755960  -3.362792  24.457170  25.131834
2027 10 16 0000  75.739613  -3.365389  24.473963  25.131844
2027 10 17 0000  75.722596  -3.367974  24.490816  25.131866
2027 10 18 0000  75.704908  -3.370547  24.507731  25.131905
2027 10 19 0000  75.686552  -3.373107  24.524715  25.131959
2027 10 20 0000  75.667536  -3.375654  24.541773  25.132025
2027 10 21 0000  75.647870  -3.378187  24.558910  25.132096
2027 10 22 0000  75.627566  -3.380705  24.576131  25.132163
2027 10 23 0000  75.606634  -3.383207  24.593440  25.132220
2027 10 24 0000  75.585085  -3.385693  24.610845  25.132261
2027 10 25 0000  75.562922  -3.388161  24.628349  25.132284
2027 10 26 0000  75.540149  -3.390611  24.645959  25.132294
2027 10 27 0000  75.516761  -3.393042  24.663680  25.132298
2027 10 28 0000  75.492757  -3.395453  24.681518  25.132304
2027 10 29 0000  75.468133  -3.397844  24.699479  25.132320
2027 10 30 0000  75.442893  -3.400213  24.717568  25.132350
2027 10 31 0000  75.417042  -3.402559  24.735790  25.132397
2027 11 01 0000  75.390591  -3.404883  24.754151  25.132455
2027 11 02 0000  75.363553  -3.407183  24.772657  25.132520
2027 11 03 0000  75.335941  -3.409459  24.791312  25.132586
2027 11 04 0000  75.307770  -3.411710  24.810122  25.132648
2027 11 05 0000  75.279050  -3.413935  24.829091  25.132702
2027 11 06 0000  75.249794  -3.416134  24.848225  25.132745
2027 11 07 0000  75.220009  -3.418307  24.867528  25.132778
2027 11 08 0000  75.189705  -3.420452  24.887005  25.132801
2027 11 09 0000  75.158887  -3.422570  24.906660  25.132816
2027 11 10 0000  75.127561  -3.424659  24.926498  25.132826
2027 11 11 0000  75.095732  -3.426719  24.946524  25.132837
2027 11 12 0000  75.063402  -3.428750  24.966742  25.132855
2027 11 13 0000  75.030576  -3.430751  24.987156  25.132885
2027 11 14 0000  74.997259  -3.432722  25.007769  25.132930
2027 11 15 0000  74.963459  -3.434661  25.028588  25.132992
2027 11 16 0000  74.929187  -3.436569  25.049615  25.133069
2027 11 17 0000  74.894460  -3.438445  25.070854  25.133153
2027 11 18 0000  74.859296  -3.440288  25.092310  25.133235
2027 11 19 0000  74.823713  -3.442098  25.113988  25.133308
2027 11 20 0000  74.787726  -3.443873  25.135891  25.133364
2027 11 21 0000  74.751347  -3.445614  25.158023  25.133403
2027 11 22 0000  74.714582  -3.447320  25.180389  25.133427
2027 11 23 0000  74.677436  -3.448990  25.202994  25.133444
2027 11 24 0000  74.639912  -3.450623  25.225841  25.133460
2027 11 25 0000  74.602012  -3.452219  25.248936  25.133485
2027 11 26 0000  74.563744  -3.453778  25.272281  25.133522
2027 11 27 0000  74.525118  -3.455298  25.295881  25.133574
2027 11 28 0000  74.486147  -3.456780  25.319740  25.133640
2027 11 29 0000  74.446849  -3.458223  25.343862  25.133715
2027 11 30 0000  74.407242  -3.459626  25.368249  25.133793
2027 12 01 0000  74.367345  -3.460990  25.392907  25.133868
2027 12 02 0000  74.327175  -3.462314  25.417837  25.133937
2027 12 03 0000  74.286748  -3.463598  25.443043  25.133995
2027 12 04 0000  74.246079  -3.464841  25.468528  25.134043
2027 12 05 0000  74.205181  -3.466044  25.494294  25.134079
2027 12 06 0000  74.164065  -3.467205  25.520344  25.134107
2027 12 07 0000  74.122741  -3.468325  25.546681  25.134129
2027 12 08 0000  74.081217  -3.469404  25.573307  25.134150
2027 12 09 0000  74.039502  -3.470442  25.600225  25.134175
2027 12 10 0000  73.997603  -3.471438  25.627435  25.134209
2027 12 11 0000  73.955529  -3.472392  25.654941  25.134258
2027 12 12 0000  73.913290  -3.473304  25.682745  25.134323
2027 12 13 0000  73.870898  -3.474174  25.710847  25.134405
2027 12 14 0000  73.828372  -3.475001  25.739250  25.134498
2027 12 15 0000  73.785732  -3.475786  25.767955  25.134593
2027 12 16 0000  73.743002  -3.476529  25.796965  25.134681
2027 12 17 0000  73.700202  -3.477228  25.826280  25.134752
2027 12 18 0000  73.657348  -3.477885  25.855904  25.134804
2027 12 19 0000  73.614449  -3.478498  25.885836  25.134839
2027 12 20 0000  73.571513  -3.479068  25.916080  25.134863
2027 12 21 0000  73.528544  -3.479594  25.946637  25.134885
2027 12 22 0000  73.485547  -3.480077  25.977508  25.134913
2027 12 23 0000  73.442530  -3.480515  26.008695  25.134953
2027 12 24 0000  73.399505  -3.480910  26.040199  25.135006
2027 12 25 0000  73.356487  -3.481261  26.072021  25.135073
2027 12 26 0000  73.313492  -3.481568  26.104162  25.135149
2027 12 27 0000  73.270540  -3.481832  26.136623  25.135230
2027 12 28 0000  73.227650  -3.482052  26.169404  25.135310
2027 12 29 0000  73.184841  -3.482229  26.202506  25.135384
2027 12 30 0000  73.142131  -3.482362  26.235929  25.135448
2027 12 31 0000  73.099536  -3.482453  26.269672  25.135501
2028 01 01 0000  73.057068  -3.482501  26.303737  25.135543
2028 01 02 0000  73.014741  -3.482506  26.338121  25.135574
2028 01 03 0000  72.972564  -3.482470  26.372825  25.135599
2028 01 04 0000  72.930546  -3.482391  26.407849  25.135621
2028 01 05 0000  72.888696  -3.482271  26.443190  25.135644
2028 01 06 0000  72.847020  -3.482110  26.478849  25.135674
2028 01 07 0000  72.805528  -3.481908  26.514825  25.135715
2028 01 08 0000  72.764227  -3.481666  26.551115  25.135771
2028 01 09 0000  72.723128  -3.481383  26.587720  25.135844
2028 01 10 0000  72.682244  -3.481060  26.624637  25.135931
2028 01 11 0000  72.641595  -3.480698  26.661865  25.136024
2028 01 12 0000  72.601200  -3.480297  26.699402  25.136115
2028 01 13 0000  72.561080  -3.479857  26.737248  25.136192
2028 01 14 0000  72.521254  -3.479378  26.775401  25.136250
2028 01 15 0000  72.481732  -3.478860  26.813859  25.136287
2028 01 16 0000  72.442518  -3.478305  26.852622  25.136309
2028 01 17 0000  72.403615  -3.477711  26.891687  25.136325
2028 01 18 0000  72.365024  -3.477080  26.931053  25.136346
2028 01 19 0000  72.326749  -3.476412  26.970719  25.136377
2028 01 20 0000  72.288798  -3.475707  27.010683  25.136422
2028 01 21 0000  72.251183  -3.474966  27.050943  25.136479
2028 01 22 0000  72.213917  -3.474189  27.091496  25.136546
2028 01 23 0000  72.177017  -3.473376  27.132341  25.136618
2028 01 24 0000  72.140497  -3.472529  27.173475  25.136691
2028 01 25 0000  72.104373  -3.471648  27.214895  25.136758
2028 01 26 0000  72.068659  -3.470733  27.256599  25.136817
2028 01 27 0000  72.033368  -3.469785  27.298584  25.136864
2028 01 28 0000  71.998510  -3.468805  27.340846  25.136900
2028 01 29 0000  71.964093  -3.467794  27.383382  25.136925
2028 01 30 0000  71.930123  -3.466751  27.426189  25.136941
2028 01 31 0000  71.896606  -3.465678  27.469264  25.136953
2028 02 01 0000  71.863546  -3.464575  27.512602  25.136965
2028 02 02 0000  71.830945  -3.463443  27.556200  25.136982
2028 02 03 0000  71.798808  -3.462283  27.600055  25.137008
2028 02 04 0000  71.767138  -3.461095  27.644162  25.137047
2028 02 05 0000  71.735940  -3.459881  27.688518  25.137101
2028 02 06 0000  71.705222  -3.458639  27.733118  25.137169
2028 02 07 0000  71.674994  -3.457372  27.777958  25.137247
2028 02 08 0000  71.645270  -3.456080  27.823035  25.137327
2028 02 09 0000  71.616065  -3.454764  27.868344  25.137399
2028 02 10 0000  71.587394  -3.453423  27.913882  25.137455
2028 02 11 0000  71.559266  -3.452059  27.959644  25.137489
2028 02 12 0000  71.531683  -3.450672  28.005627  25.137505
2028 02 13 0000  71.504643  -3.449263  28.051826  25.137510
2028 02 14 0000  71.478140  -3.447831  28.098239  25.137516
2028 02 15 0000  71.452170  -3.446379  28.144861  25.137531
2028 02 16 0000  71.426734  -3.444906  28.191688  25.137560
2028 02 17 0000  71.401837  -3.443412  28.238716  25.137603
2028 02 18 0000  71.377487  -3.441900  28.285941  25.137658
2028 02 19 0000  71.353694  -3.440369  28.333358  25.137718
2028 02 20 0000  71.330467  -3.438820  28.380964  25.137779
2028 02 21 0000  71.307817  -3.437254  28.428753  25.137835
2028 02 22 0000  71.285751  -3.435671  28.476720  25.137884
2028 02 23 0000  71.264276  -3.434073  28.524861  25.137922
2028 02 24 0000  71.243397  -3.432459  28.573171  25.137949
2028 02 25 0000  71.223116  -3.430832  28.621645  25.137964
2028 02 26 0000  71.203434  -3.429191  28.670277  25.137971
2028 02 27 0000  71.184350  -3.427538  28.719063  25.137972
2028 02 28 0000  71.165863  -3.425872  28.767997  25.137972
2028 02 29 0000  71.147970  -3.424196  28.817074  25.137976
2028 03 01 0000  71.130668  -3.422509  28.866288  25.137988
2028 03 02 0000  71.113955  -3.420813  28.915635  25.138011
2028 03 03 0000  71.097830  -3.419107  28.965109  25.138049
2028 03 04 0000  71.082293  -3.417394  29.014704  25.138099
2028 03 05 0000  71.067349  -3.415672  29.064414  25.138161
2028 03 06 0000  71.053003  -3.413944  29.114236  25.138227
2028 03 07 0000  71.039263  -3.412210  29.164163  25.138291
2028 03 08 0000  71.026136  -3.410469  29.214191  25.138342
2028 03 09 0000  71.013629  -3.408724  29.264313  25.138376
2028 03 10 0000  71.001741  -3.406973  29.314526  25.138390
2028 03 11 0000  70.990467  -3.405219  29.364825  25.138391
2028 03 12 0000  70.979796  -3.403461  29.415204  25.138386
2028 03 13 0000  70.969717  -3.401700  29.465658  25.138388
2028 03 14 0000  70.960221  -3.399936  29.516184  25.138404
2028 03 15 0000  70.951306  -3.398171  29.566777  25.138436
2028 03 16 0000  70.942973  -3.396404  29.617430  25.138482
2028 03 17 0000  70.935227  -3.394636  29.668140  25.138536
2028 03 18 0000  70.928073  -3.392869  29.718901  25.138592
2028 03 19 0000  70.921515  -3.391102  29.769708  25.138645
2028 03 20 0000  70.915556  -3.389336  29.820555  25.138691
2028 03 21 0000  70.910198  -3.387572  29.871438  25.138727
2028 03 22 0000  70.905441  -3.385811  29.922351  25.138752
2028 03 23 0000  70.901281  -3.384053  29.973289  25.138765
